67.2913,0.19603,86.1328,0.185612,118.433,0.0786821,148.041,0.0329298,209.949,0.0226245,285.315,0.0221648,158.807,0.00985951,180.341,0.0384186,376.831,0.0223615,220.715,0.0190427,0,0,0,0
75.3662,0.102059,86.1328,0.109445,96.8994,0.115157,121.124,0.0742742,139.966,0.0535503,204.565,0.00919591,322.998,0.0095427,180.341,0.0388683,269.165,0.0373426,0,0,0,0,0,0
64.5996,0.30291,78.0579,0.13334,94.2078,0.127312,121.124,0.0887206,134.583,0.0556427,145.349,0.0543346,301.465,0.0491386,180.341,0.0430859,226.099,0.0382822,422.589,0.0213115,336.456,0.0188166,0,0
75.3662,0.140592,91.5161,0.0927714,115.741,0.0843054,142.657,0.07124,164.191,0.0449169,134.583,0.10447,196.49,0.0318755,244.94,0.0167376,317.615,0.0114282,0,0,0,0,0,0
64.5996,0.752873,102.283,1.07558,75.3662,1.05804,166.882,0.518519,247.632,2.11958,360.681,0.952352,139.966,0.563442,0,0,0,0,0,0,0,0,0,0
86.1328,5.60637,363.373,18.011,242.249,12.2844,161.499,4.98249,113.049,4.81488,282.623,6.94173,398.364,6.87037,584.088,1.61333,0,0,0,0,0,0,0,0
366.064,53.6762,88.8245,8.0143,244.94,22.4914,150.732,17.7313,218.024,13.6826,258.398,9.74542,118.433,6.16556,288.007,8.97067,134.583,4.69843,0,0,0,0,0,0
80.7495,3.93762,148.041,28.3956,91.5161,8.93929,285.315,19.3835,113.049,2.69848,126.508,6.83079,102.283,3.98257,234.174,5.38505,427.972,3.94045,172.266,2.13022,0,0,0,0
277.24,75.0752,371.448,71.4833,88.8245,15.8579,148.041,25.5392,220.715,22.7098,244.94,18.8276,255.707,15.0959,392.981,7.9839,0,0,0,0,0,0,0,0
277.24,130.96,371.448,54.3896,88.8245,15.0003,495.264,36.3138,220.715,20.6947,148.041,16.6522,239.557,7.59549,406.439,5.28688,0,0,0,0,0,0,0,0
277.24,142.559,371.448,35.2112,88.8245,6.21201,220.715,17.2412,148.041,11.9153,250.323,7.72066,0,0,0,0,0,0,0,0,0,0,0,0
277.24,131.163,145.349,7.45666,371.448,23.972,220.715,13.881,247.632,7.82412,258.398,6.23464,382.214,2.84943,0,0,0,0,0,0,0,0,0,0
277.24,116.947,371.448,21.7488,220.715,12.9952,145.349,2.87509,244.94,6.81581,263.782,5.30399,0,0,0,0,0,0,0,0,0,0,0,0
277.24,104.183,220.715,13.1023,371.448,21.0601,247.632,5.54755,296.082,3.53926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277.24,89.3482,220.715,12.5598,371.448,19.6184,242.249,1.99231,296.082,2.84879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277.24,75.2222,371.448,18.6062,220.715,11.6687,145.349,1.52466,495.264,8.66564,263.782,2.91935,0,0,0,0,0,0,0,0,0,0,0,0
277.24,65.7875,220.715,11.0349,371.448,15.9602,247.632,3.15869,293.39,2.664,263.782,1.62707,0,0,0,0,0,0,0,0,0,0,0,0
277.24,57.8133,220.715,10.3755,371.448,12.3114,244.94,3.2896,290.698,3.8143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277.24,50.08,220.715,9.51017,244.94,2.73537,371.448,9.83723,290.698,5.40399,263.782,2.0796,0,0,0,0,0,0,0,0,0,0,0,0
99.5911,1.04044,220.715,8.32764,371.448,8.20506,142.657,1.09552,244.94,2.38597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277.24,39.3949,145.349,1.55222,220.715,6.86128,244.94,2.33115,371.448,6.7057,263.782,1.2573,0,0,0,0,0,0,0,0,0,0,0,0
277.24,37.6179,145.349,2.12961,220.715,5.56155,247.632,2.90256,371.448,5.05104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277.24,36.3637,145.349,2.46543,220.715,4.93754,247.632,2.71277,371.448,4.06771,263.782,1.52046,360.681,0.917069,0,0,0,0,0,0,0,0,0,0
277.24,34.6806,88.8245,1.51543,107.666,1.23159,145.349,2.68821,371.448,4.69425,247.632,2.19923,0,0,0,0,0,0,0,0,0,0,0,0
277.24,33.7746,86.1328,1.768,126.508,1.38635,145.349,2.74165,220.715,4.6883,196.49,0.683627,0,0,0,0,0,0,0,0,0,0,0,0
277.24,32.8686,67.2913,2.17955,126.508,1.40249,86.1328,1.10227,220.715,4.37605,145.349,2.16785,104.974,1.13858,0,0,0,0,0,0,0,0,0,0
277.24,32.0927,67.2913,2.08173,123.816,0.743751,145.349,1.63606,220.715,3.78785,104.974,1.04449,88.8245,0.809322,0,0,0,0,0,0,0,0,0,0
64.5996,1.4822,91.5161,1.60384,145.349,1.97454,247.632,1.47076,218.024,2.78972,102.283,1.70978,0,0,0,0,0,0,0,0,0,0,0,0
88.8245,2.8189,293.39,8.52675,121.124,1.9577,104.974,2.07978,139.966,2.43008,220.715,1.59636,0,0,0,0,0,0,0,0,0,0,0,0
88.8245,2.4015,293.39,7.88207,121.124,1.32869,139.966,2.12189,102.283,1.09504,196.49,0.875716,166.882,0.83037,223.407,1.44481,0,0,0,0,0,0,0,0
78.0579,1.51763,91.5161,1.46141,145.349,2.75743,247.632,1.69109,220.715,1.46178,209.949,0.894009,0,0,0,0,0,0,0,0,0,0,0,0
